transaction_id,sku,quantity,unit_price,total_amount,sale_date,channel
536522-1047,22151,1,0.42,0.42,2010-01-12,online
536522-1048,84836,1,1.25,1.25,2010-01-12,online
536522-1049,20914,1,2.95,2.95,2010-01-12,online
536522-1050,22749,2,3.75,7.5,2010-01-12,online
536522-1051,21190,1,1.65,1.65,2010-01-12,online
536522-1052,84997C,1,3.75,3.75,2010-01-12,online
536522-1053,21810,1,1.25,1.25,2010-01-12,online
536522-1054,21192,3,1.65,4.95,2010-01-12,online
536522-1055,85014A,1,5.95,5.95,2010-01-12,online
536522-1056,21124,2,1.25,2.5,2010-01-12,online
536522-1057,72800B,2,2.55,5.1,2010-01-12,online
536522-1058,84563A,1,5.95,5.95,2010-01-12,online
536522-1059,22107,2,3.75,7.5,2010-01-12,online
536522-1060,47504H,1,1.95,1.95,2010-01-12,online
536522-1061,21121,1,1.25,1.25,2010-01-12,online
536522-1062,21122,1,1.25,1.25,2010-01-12,online
536522-1063,21742,1,5.95,5.95,2010-01-12,online
536522-1064,22566,1,0.85,0.85,2010-01-12,online
536522-1065,21664,1,3.75,3.75,2010-01-12,online
536522-1066,22632,1,2.1,2.1,2010-01-12,online
536522-1067,21122,1,1.25,1.25,2010-01-12,online
536522-1068,22481,3,1.25,3.75,2010-01-12,online
536522-1069,85099B,1,1.95,1.95,2010-01-12,online
536522-1070,21931,1,1.95,1.95,2010-01-12,online
536523-1071,22943,6,4.95,29.7,2010-01-12,online
536523-1072,22468,2,6.75,13.5,2010-01-12,online
536523-1073,22149,6,2.1,12.6,2010-01-12,online
536523-1074,21485,3,4.95,14.85,2010-01-12,online
536523-1075,21259,2,5.95,11.9,2010-01-12,online
536523-1076,22969,12,1.45,17.4,2010-01-12,online
536523-1077,22699,6,2.95,17.7,2010-01-12,online
536523-1078,22217,12,1.25,15,2010-01-12,online
536523-1079,22227,24,0.65,15.6,2010-01-12,online
536523-1080,22219,12,0.85,10.2,2010-01-12,online
536523-1081,22111,3,4.95,14.85,2010-01-12,online
536523-1082,22294,24,1.25,30,2010-01-12,online
536524-1083,21111,6,2.95,17.7,2010-01-12,online
536524-1084,21106,6,2.95,17.7,2010-01-12,online
536524-1085,21107,6,2.95,17.7,2010-01-12,online
536524-1086,22697,6,2.95,17.7,2010-01-12,online
536525-1087,21826,2,1.25,2.5,2010-01-12,online
536525-1088,21791,1,1.25,1.25,2010-01-12,online
536525-1089,22548,1,1.25,1.25,2010-01-12,online
536525-1090,22149,1,2.1,2.1,2010-01-12,online
536525-1091,17164B,2,0.42,0.84,2010-01-12,online
536525-1092,22423,2,12.75,25.5,2010-01-12,online
536525-1093,22429,1,4.25,4.25,2010-01-12,online
536525-1094,22428,1,6.95,6.95,2010-01-12,online
536525-1095,20974,3,0.65,1.95,2010-01-12,online
536525-1096,20973,2,0.65,1.3,2010-01-12,online
536525-1097,15044B,1,2.95,2.95,2010-01-12,online
536525-1098,21324,2,2.95,5.9,2010-01-12,online
536525-1099,20750,10,7.95,79.5,2010-01-12,online
536526-1100,21135,16,1.69,27.04,2010-01-12,online
536526-1101,22173,16,2.95,47.2,2010-01-12,online
536526-1102,22626,2,8.5,17,2010-01-12,online
536526-1103,22625,6,8.5,51,2010-01-12,online
536526-1104,22624,6,8.5,51,2010-01-12,online
536526-1105,21929,20,1.95,39,2010-01-12,online
536526-1106,85099B,10,1.95,19.5,2010-01-12,online
536526-1107,22411,10,1.95,19.5,2010-01-12,online
536526-1108,22113,8,3.75,30,2010-01-12,online
536527-1109,22809,6,2.95,17.7,2010-01-12,online
536527-1110,84347,6,2.55,15.3,2010-01-12,online
536527-1111,84945,12,0.85,10.2,2010-01-12,online
536527-1112,22242,12,1.65,19.8,2010-01-12,online
536527-1113,22244,12,1.95,23.4,2010-01-12,online
536527-1114,22243,12,1.65,19.8,2010-01-12,online
536527-1115,47421,24,0.42,10.08,2010-01-12,online
536527-1116,20712,10,1.95,19.5,2010-01-12,online
536527-1117,20713,10,1.95,19.5,2010-01-12,online
536527-1118,22837,4,4.65,18.6,2010-01-12,online
536527-1119,22969,12,1.45,17.4,2010-01-12,online
536527-1120,22973,12,1.65,19.8,2010-01-12,online
536527-1121,84569B,12,1.25,15,2010-01-12,online
536527-1122,22549,12,1.45,17.4,2010-01-12,online
536527-1123,POST,1,18,18,2010-01-12,online
536528-1124,22815,12,0.42,5.04,2010-01-12,online
536528-1125,22865,1,2.1,2.1,2010-01-12,online
536528-1126,22585,6,1.25,7.5,2010-01-12,online
536528-1127,21587,1,2.55,2.55,2010-01-12,online
536528-1128,84985A,1,1.45,1.45,2010-01-12,online
536528-1129,85114B,1,1.65,1.65,2010-01-12,online
536528-1130,22813,3,1.95,5.85,2010-01-12,online
536528-1131,22128,6,1.25,7.5,2010-01-12,online
536528-1132,22839,1,14.95,14.95,2010-01-12,online
536528-1133,22584,2,2.55,5.1,2010-01-12,online
536528-1134,22130,12,0.85,10.2,2010-01-12,online
536528-1135,22938,3,1.95,5.85,2010-01-12,online
536528-1136,22411,1,1.95,1.95,2010-01-12,online
536528-1137,21731,2,1.65,3.3,2010-01-12,online
536528-1138,22616,1,0.29,0.29,2010-01-12,online
536528-1139,22454,1,2.95,2.95,2010-01-12,online
536528-1140,22865,1,2.1,2.1,2010-01-12,online
536528-1141,21992,1,2.95,2.95,2010-01-12,online
536528-1142,22326,4,2.95,11.8,2010-01-12,online
536528-1143,22082,1,1.65,1.65,2010-01-12,online
536528-1144,85049E,1,1.25,1.25,2010-01-12,online
536528-1145,22077,2,1.65,3.3,2010-01-12,online
536528-1146,85049A,1,1.25,1.25,2010-01-12,online
536528-1147,22865,2,2.1,4.2,2010-01-12,online
536528-1148,22867,3,2.1,6.3,2010-01-12,online
536528-1149,22910,3,2.95,8.85,2010-01-12,online
536528-1150,22963,2,0.85,1.7,2010-01-12,online
536528-1151,22960,1,4.25,4.25,2010-01-12,online
536528-1152,85114C,1,1.65,1.65,2010-01-12,online
536528-1153,85114B,1,1.65,1.65,2010-01-12,online
536528-1154,22974,2,1.65,3.3,2010-01-12,online
536528-1155,22423,1,12.75,12.75,2010-01-12,online
536528-1156,21452,2,2.95,5.9,2010-01-12,online
536528-1157,22938,1,1.95,1.95,2010-01-12,online
536528-1158,22812,3,1.95,5.85,2010-01-12,online
536528-1159,22584,2,2.55,5.1,2010-01-12,online
536528-1160,22744,2,2.95,5.9,2010-01-12,online
536528-1161,22743,1,2.95,2.95,2010-01-12,online
536528-1162,22911,1,2.95,2.95,2010-01-12,online
536528-1163,22585,5,1.25,6.25,2010-01-12,online
536528-1164,22900,1,2.95,2.95,2010-01-12,online
536528-1165,22911,1,2.95,2.95,2010-01-12,online
536528-1166,22743,1,2.95,2.95,2010-01-12,online
536528-1167,22744,2,2.95,5.9,2010-01-12,online
536528-1168,22961,1,1.45,1.45,2010-01-12,online
536528-1169,22411,1,1.95,1.95,2010-01-12,online
536528-1170,22454,2,2.95,5.9,2010-01-12,online
536528-1171,22453,1,2.95,2.95,2010-01-12,online
536528-1172,84985A,1,1.45,1.45,2010-01-12,online
536528-1173,22445,4,2.95,11.8,2010-01-12,online
536528-1174,22568,3,3.75,11.25,2010-01-12,online
536528-1175,22570,1,3.75,3.75,2010-01-12,online
536528-1176,22607,1,9.95,9.95,2010-01-12,online
536528-1177,22635,1,9.95,9.95,2010-01-12,online
536528-1178,22634,1,9.95,9.95,2010-01-12,online
536528-1179,22839,1,14.95,14.95,2010-01-12,online
536528-1180,22968,3,9.95,29.85,2010-01-12,online
536529-1181,22222,3,4.95,14.85,2010-01-12,online
536529-1182,22947,2,16.95,33.9,2010-01-12,online
536529-1183,21743,6,2.95,17.7,2010-01-12,online
536529-1184,22187,4,4.25,17,2010-01-12,online
536529-1185,22164,6,2.95,17.7,2010-01-12,online
536529-1186,72598,12,0.85,10.2,2010-01-12,online
536529-1187,21258,1,12.75,12.75,2010-01-12,online
536529-1188,22627,2,8.5,17,2010-01-12,online
536529-1189,22487,2,9.95,19.9,2010-01-12,online
536530-1190,22360,2,2.95,5.9,2010-01-12,online
536530-1191,22364,1,2.95,2.95,2010-01-12,online
536530-1192,21657,1,6.95,6.95,2010-01-12,online
536530-1193,22699,4,2.95,11.8,2010-01-12,online
536530-1194,21071,24,1.25,30,2010-01-12,online
536530-1195,22941,1,8.5,8.5,2010-01-12,online
536530-1196,22120,1,9.95,9.95,2010-01-12,online
536530-1197,22423,1,12.75,12.75,2010-01-12,online
536530-1198,21038,1,2.95,2.95,2010-01-12,online
536530-1199,21625,1,6.95,6.95,2010-01-12,online
536530-1200,22783,1,19.95,19.95,2010-01-12,online
536530-1201,22097,1,1.25,1.25,2010-01-12,online
536530-1202,82552,1,1.45,1.45,2010-01-12,online
536530-1203,21179,1,1.25,1.25,2010-01-12,online
536530-1204,22185,4,1.65,6.6,2010-01-12,online
536530-1205,22097,1,1.25,1.25,2010-01-12,online
536530-1206,21662,1,5.95,5.95,2010-01-12,online
536530-1207,85104,8,2.95,23.6,2010-01-12,online
536530-1208,21654,6,1.45,8.7,2010-01-12,online
536530-1209,21658,1,3.95,3.95,2010-01-12,online
536530-1210,21664,2,3.75,7.5,2010-01-12,online
536530-1211,22943,2,4.95,9.9,2010-01-12,online
536530-1212,22411,6,1.95,11.7,2010-01-12,online
536531-1213,21519,24,0.42,10.08,2010-01-12,online
536531-1214,22819,24,0.42,10.08,2010-01-12,online
536531-1215,21506,24,0.42,10.08,2010-01-12,online
536531-1216,22704,25,0.42,10.5,2010-01-12,online
536531-1217,21498,25,0.42,10.5,2010-01-12,online
536531-1218,15056N,12,5.95,71.4,2010-01-12,online
536531-1219,15056BL,12,5.95,71.4,2010-01-12,online
536531-1220,20679,12,5.95,71.4,2010-01-12,online
536531-1221,22049,25,0.42,10.5,2010-01-12,online
536531-1222,21498,25,0.42,10.5,2010-01-12,online
536531-1223,21497,25,0.42,10.5,2010-01-12,online
536531-1224,21333,12,2.95,35.4,2010-01-12,online
536531-1225,22727,9,3.75,33.75,2010-01-12,online
536531-1226,22726,9,3.75,33.75,2010-01-12,online
536531-1227,22730,9,3.75,33.75,2010-01-12,online
536531-1228,22086,80,2.55,204,2010-01-12,online
536531-1229,22910,40,2.55,102,2010-01-12,online
536531-1230,22194,2,8.5,17,2010-01-12,online
536531-1231,22192,4,8.5,34,2010-01-12,online
536531-1232,22193,4,8.5,34,2010-01-12,online
536531-1233,22191,4,8.5,34,2010-01-12,online
536531-1234,22688,4,7.95,31.8,2010-01-12,online
536531-1235,22768,6,9.95,59.7,2010-01-12,online
536532-1236,84692,50,0.42,21,2010-01-12,online
536532-1237,22444,96,1.06,101.76,2010-01-12,online
536532-1238,22899,8,2.1,16.8,2010-01-12,online
536532-1239,21156,8,1.95,15.6,2010-01-12,online
536532-1240,22556,24,1.65,39.6,2010-01-12,online
536532-1241,22555,36,1.65,59.4,2010-01-12,online
536532-1242,22554,24,1.65,39.6,2010-01-12,online
536532-1243,22553,24,1.65,39.6,2010-01-12,online
536532-1244,22551,24,1.65,39.6,2010-01-12,online
536532-1245,22547,24,0.42,10.08,2010-01-12,online
536532-1246,22544,24,0.42,10.08,2010-01-12,online
536532-1247,22543,24,0.42,10.08,2010-01-12,online
536532-1248,22540,24,0.42,10.08,2010-01-12,online
536532-1249,22539,24,0.42,10.08,2010-01-12,online
536532-1250,22534,24,0.42,10.08,2010-01-12,online
536532-1251,22530,24,0.42,10.08,2010-01-12,online
536532-1252,22531,24,0.42,10.08,2010-01-12,online
536532-1253,22561,24,1.65,39.6,2010-01-12,online
536532-1254,22489,24,0.42,10.08,2010-01-12,online
536532-1255,22814,12,0.42,5.04,2010-01-12,online
536532-1256,21520,12,0.42,5.04,2010-01-12,online
536532-1257,21506,12,0.42,5.04,2010-01-12,online
536532-1258,22716,12,0.42,5.04,2010-01-12,online
536532-1259,22866,12,2.1,25.2,2010-01-12,online
536532-1260,22632,12,2.1,25.2,2010-01-12,online
536532-1261,22865,12,2.1,25.2,2010-01-12,online
536532-1262,22114,8,3.95,31.6,2010-01-12,online
536532-1263,21982,48,0.29,13.92,2010-01-12,online
536532-1264,21981,48,0.29,13.92,2010-01-12,online
536532-1265,21967,48,0.29,13.92,2010-01-12,online
536532-1266,22092,12,1.25,15,2010-01-12,online
536532-1267,21983,48,0.29,13.92,2010-01-12,online
536532-1268,22615,48,0.29,13.92,2010-01-12,online
536532-1269,21980,48,0.29,13.92,2010-01-12,online
536532-1270,22614,48,0.29,13.92,2010-01-12,online
536532-1271,22095,12,1.25,15,2010-01-12,online
536532-1272,22094,12,1.25,15,2010-01-12,online
536532-1273,21984,48,0.29,13.92,2010-01-12,online
536532-1274,22557,36,1.65,59.4,2010-01-12,online
536532-1275,21786,24,0.42,10.08,2010-01-12,online
536532-1276,21080,36,0.85,30.6,2010-01-12,online
536532-1277,22963,12,0.85,10.2,2010-01-12,online
536532-1278,22962,12,0.85,10.2,2010-01-12,online
536532-1279,22961,24,1.45,34.8,2010-01-12,online
536532-1280,84375,24,2.1,50.4,2010-01-12,online
536532-1281,22966,24,1.25,30,2010-01-12,online
536532-1282,21874,24,1.25,30,2010-01-12,online
536532-1283,21873,24,1.25,30,2010-01-12,online
536532-1284,21870,24,1.25,30,2010-01-12,online
536532-1285,22956,12,2.1,25.2,2010-01-12,online
536532-1286,84050,72,1.25,90,2010-01-12,online
536532-1287,84991,24,0.55,13.2,2010-01-12,online
536532-1288,84992,24,0.55,13.2,2010-01-12,online
536532-1289,21213,24,0.55,13.2,2010-01-12,online
536532-1290,21977,24,0.55,13.2,2010-01-12,online
536532-1291,21212,24,0.55,13.2,2010-01-12,online
536532-1292,22198,48,1.65,79.2,2010-01-12,online
536532-1293,22197,72,0.85,61.2,2010-01-12,online
536532-1294,22315,12,1.25,15,2010-01-12,online
536532-1295,22667,12,2.95,35.4,2010-01-12,online
536532-1296,22666,12,2.95,35.4,2010-01-12,online
536532-1297,22665,12,2.95,35.4,2010-01-12,online
536532-1298,22558,24,1.49,35.76,2010-01-12,online
536532-1299,22567,24,1.25,30,2010-01-12,online
536532-1300,85150,12,2.55,30.6,2010-01-12,online
536532-1301,21166,12,1.95,23.4,2010-01-12,online
536532-1302,85152,24,2.1,50.4,2010-01-12,online
536532-1303,82600,24,2.1,50.4,2010-01-12,online
536532-1304,21733,6,2.95,17.7,2010-01-12,online
536532-1305,20685,2,7.95,15.9,2010-01-12,online
536532-1306,22842,6,6.75,40.5,2010-01-12,online
536532-1307,22494,24,1.25,30,2010-01-12,online
536532-1308,21260,12,3.25,39,2010-01-12,online
536533-1309,20754,6,2.1,12.6,2010-01-12,online
536533-1310,22740,48,0.85,40.8,2010-01-12,online
536533-1311,22825,2,7.95,15.9,2010-01-12,online
536533-1312,22680,20,1.25,25,2010-01-12,online
536533-1313,22797,3,16.95,50.85,2010-01-12,online
536533-1314,21843,1,10.95,10.95,2010-01-12,online
536534-1315,22866,12,2.1,25.2,2010-01-12,online
536534-1316,22834,12,2.1,25.2,2010-01-12,online
536534-1317,22865,12,2.1,25.2,2010-01-12,online
536534-1318,22867,12,2.1,25.2,2010-01-12,online
536534-1319,22112,3,4.95,14.85,2010-01-12,online
536535-1320,22943,3,4.95,14.85,2010-01-12,online
536535-1321,22118,3,4.95,14.85,2010-01-12,online
536535-1322,22121,3,5.95,17.85,2010-01-12,online
536535-1323,22119,3,6.95,20.85,2010-01-12,online
536535-1324,21485,3,4.95,14.85,2010-01-12,online
536535-1325,22219,12,0.85,10.2,2010-01-12,online
536535-1326,21523,2,7.95,15.9,2010-01-12,online
536535-1327,48194,2,7.95,15.9,2010-01-12,online
536535-1328,20685,2,7.95,15.9,2010-01-12,online
536535-1329,21156,8,1.95,15.6,2010-01-12,online
536535-1330,22418,24,0.85,20.4,2010-01-12,online
536535-1331,22311,6,2.95,17.7,2010-01-12,online
536536-1332,21485,3,4.95,14.85,2010-01-12,online
536536-1333,84879,80,1.69,135.2,2010-01-12,online
536536-1334,72817,12,1.25,15,2010-01-12,online
536537-1335,22277,36,2.1,75.6,2010-01-12,online
536537-1336,22333,8,1.65,13.2,2010-01-12,online
536537-1337,20867,36,1.25,45,2010-01-12,online
536537-1338,21688,12,2.95,35.4,2010-01-12,online
536537-1339,21694,12,2.95,35.4,2010-01-12,online
536537-1340,22183,6,6.75,40.5,2010-01-12,online
536537-1341,22423,2,12.75,25.5,2010-01-12,online
536537-1342,22798,8,2.95,23.6,2010-01-12,online
536537-1343,22800,8,3.75,30,2010-01-12,online
536537-1344,22801,8,3.75,30,2010-01-12,online
536537-1345,22781,2,7.65,15.3,2010-01-12,online
536538-1346,21466,1,3.75,3.75,2010-01-12,online
536538-1347,21467,1,3.75,3.75,2010-01-12,online
536538-1348,21471,1,3.75,3.75,2010-01-12,online
536538-1349,21469,1,3.75,3.75,2010-01-12,online
536538-1350,21523,1,7.95,7.95,2010-01-12,online
536538-1351,48129,1,7.95,7.95,2010-01-12,online
536538-1352,21524,1,7.95,7.95,2010-01-12,online
536538-1353,22791,12,1.25,15,2010-01-12,online
536538-1354,84949,6,1.65,9.9,2010-01-12,online
536538-1355,22086,5,2.95,14.75,2010-01-12,online
536538-1356,22910,5,2.95,14.75,2010-01-12,online
536538-1357,22457,2,2.95,5.9,2010-01-12,online
536538-1358,21690,4,3.75,15,2010-01-12,online
536538-1359,22752,2,8.5,17,2010-01-12,online
536538-1360,37343,6,1.65,9.9,2010-01-12,online
536538-1361,22088,1,2.95,2.95,2010-01-12,online
536538-1362,22195,5,1.65,8.25,2010-01-12,online
536538-1363,22470,2,2.95,5.9,2010-01-12,online
536538-1364,22469,8,1.65,13.2,2010-01-12,online
536538-1365,22173,2,2.95,5.9,2010-01-12,online
536538-1366,22584,2,2.55,5.1,2010-01-12,online
536538-1367,22583,2,2.55,5.1,2010-01-12,online
536538-1368,21143,3,1.95,5.85,2010-01-12,online
536538-1369,84944,2,4.25,8.5,2010-01-12,online
536538-1370,22601,10,0.85,8.5,2010-01-12,online
536538-1371,22603,10,0.85,8.5,2010-01-12,online
536538-1372,22600,10,0.85,8.5,2010-01-12,online
536538-1373,22574,10,0.85,8.5,2010-01-12,online
536538-1374,22573,10,0.85,8.5,2010-01-12,online
536538-1375,85199L,10,0.65,6.5,2010-01-12,online
536538-1376,85199S,10,0.42,4.2,2010-01-12,online
536539-1377,22969,12,1.45,17.4,2010-01-12,online
536539-1378,72741,18,1.45,26.1,2010-01-12,online
536539-1379,37495,4,3.75,15,2010-01-12,online
536539-1380,22807,6,2.95,17.7,2010-01-12,online
536539-1381,22171,2,8.5,17,2010-01-12,online
536539-1382,82486,2,7.95,15.9,2010-01-12,online
536539-1383,22173,8,2.95,23.6,2010-01-12,online
536539-1384,85067,1,18.95,18.95,2010-01-12,online
536539-1385,48184,2,7.95,15.9,2010-01-12,online
536539-1386,48138,2,7.95,15.9,2010-01-12,online
536539-1387,48129,2,7.95,15.9,2010-01-12,online
536539-1388,21625,3,6.95,20.85,2010-01-12,online
536539-1389,22326,6,2.95,17.7,2010-01-12,online
536539-1390,22423,2,12.75,25.5,2010-01-12,online
536539-1391,21743,6,2.95,17.7,2010-01-12,online
536539-1392,22557,12,1.65,19.8,2010-01-12,online
536539-1393,22554,12,1.65,19.8,2010-01-12,online
536539-1394,85019A,4,4.25,17,2010-01-12,online
536539-1395,85019C,3,4.25,12.75,2010-01-12,online
536539-1396,20902,2,6.35,12.7,2010-01-12,online
536539-1397,21429,8,1.65,13.2,2010-01-12,online
536539-1398,22867,12,2.1,25.2,2010-01-12,online
536539-1399,22632,12,2.1,25.2,2010-01-12,online
536539-1400,84030E,4,4.25,17,2010-01-12,online
536539-1401,22114,4,3.95,15.8,2010-01-12,online
536539-1402,21481,6,2.95,17.7,2010-01-12,online
536539-1403,22379,5,2.1,10.5,2010-01-12,online
536540-1404,22968,4,9.95,39.8,2010-01-12,online
536540-1405,85071A,6,2.95,17.7,2010-01-12,online
536540-1406,85071C,6,2.55,15.3,2010-01-12,online
536540-1407,22355,50,0.85,42.5,2010-01-12,online
536540-1408,21579,6,2.25,13.5,2010-01-12,online
536540-1409,21576,6,2.25,13.5,2010-01-12,online
536540-1410,22147,12,1.45,17.4,2010-01-12,online
536540-1411,22150,12,1.95,23.4,2010-01-12,online
536540-1412,22492,36,0.65,23.4,2010-01-12,online
536540-1413,22493,24,1.65,39.6,2010-01-12,online
536540-1414,21833,12,1.69,20.28,2010-01-12,online
536540-1415,85135B,2,7.95,15.9,2010-01-12,online
536540-1416,85136A,2,7.95,15.9,2010-01-12,online
536540-1417,85136C,2,7.95,15.9,2010-01-12,online
536540-1418,21055,4,8.95,35.8,2010-01-12,online
536540-1419,21056,4,8.95,35.8,2010-01-12,online
536540-1420,21889,24,1.25,30,2010-01-12,online
536540-1421,21891,12,1.25,15,2010-01-12,online
536540-1422,22622,6,9.95,59.7,2010-01-12,online
536540-1423,C2,1,50,50,2010-01-12,online
536541-1424,21915,12,1.25,15,2010-01-12,online
536542-1425,22382,10,1.65,16.5,2010-01-12,online
536542-1426,20727,10,1.65,16.5,2010-01-12,online
536542-1427,22383,20,1.65,33,2010-01-12,online
536542-1428,22386,30,1.95,58.5,2010-01-12,online
536542-1429,85099B,40,1.95,78,2010-01-12,online
536542-1430,22379,20,2.1,42,2010-01-12,online
536542-1431,20712,20,1.95,39,2010-01-12,online
536542-1432,85099F,30,1.95,58.5,2010-01-12,online
536542-1433,85099C,20,1.95,39,2010-01-12,online
536542-1434,21930,20,1.95,39,2010-01-12,online
536542-1435,21928,20,1.95,39,2010-01-12,online
536542-1436,22411,30,1.95,58.5,2010-01-12,online
536542-1437,21931,40,1.95,78,2010-01-12,online
536542-1438,20711,20,1.95,39,2010-01-12,online
536542-1439,20713,30,1.95,58.5,2010-01-12,online
536542-1440,85123A,32,2.95,94.4,2010-01-12,online
536544-1443,21773,1,2.51,2.51,2010-01-12,online
536544-1444,21774,2,2.51,5.02,2010-01-12,online
536544-1445,21786,4,0.85,3.4,2010-01-12,online
536544-1446,21787,2,1.66,3.32,2010-01-12,online
536544-1447,21790,9,1.66,14.94,2010-01-12,online
536544-1448,21791,2,2.51,5.02,2010-01-12,online
536544-1449,21801,10,0.43,4.3,2010-01-12,online
536544-1450,21802,9,0.43,3.87,2010-01-12,online
536544-1451,21803,11,0.43,4.73,2010-01-12,online
536544-1452,21809,1,2.51,2.51,2010-01-12,online
536544-1453,21810,3,2.51,7.53,2010-01-12,online
536544-1454,21811,1,2.51,2.51,2010-01-12,online
536544-1455,21821,1,7.62,7.62,2010-01-12,online
536544-1456,21822,1,4.21,4.21,2010-01-12,online
536544-1457,21823,2,2.98,5.96,2010-01-12,online
536544-1458,21844,2,5.91,11.82,2010-01-12,online
536544-1459,21851,1,4.21,4.21,2010-01-12,online
536544-1460,21870,1,3.36,3.36,2010-01-12,online
536544-1461,21871,5,3.36,16.8,2010-01-12,online
536544-1462,21874,1,3.36,3.36,2010-01-12,online
536544-1463,21879,1,1.66,1.66,2010-01-12,online
536544-1464,21884,1,1.66,1.66,2010-01-12,online
536544-1465,21888,1,7.62,7.62,2010-01-12,online
536544-1466,21889,2,2.51,5.02,2010-01-12,online
536544-1467,21892,3,2.51,7.53,2010-01-12,online
536544-1468,21894,1,2.51,2.51,2010-01-12,online
536544-1469,21911,1,3.36,3.36,2010-01-12,online
536544-1470,21912,3,7.62,22.86,2010-01-12,online
536544-1471,21913,1,7.62,7.62,2010-01-12,online
536544-1472,21914,3,2.51,7.53,2010-01-12,online
536544-1473,21915,2,2.51,5.02,2010-01-12,online
536544-1474,21922,2,16.98,33.96,2010-01-12,online
536544-1475,21928,1,4.21,4.21,2010-01-12,online
536544-1476,21935,1,3.36,3.36,2010-01-12,online
536544-1477,21942,2,1.66,3.32,2010-01-12,online
536544-1478,21944,1,1.66,1.66,2010-01-12,online
536544-1479,21949,1,2.51,2.51,2010-01-12,online
536544-1480,21975,1,1.28,1.28,2010-01-12,online
536544-1481,21977,1,1.28,1.28,2010-01-12,online
536544-1482,21982,1,0.85,0.85,2010-01-12,online
536544-1483,21990,2,2.51,5.02,2010-01-12,online
536544-1484,21991,1,2.51,2.51,2010-01-12,online
536544-1485,21992,6,2.51,15.06,2010-01-12,online
536544-1486,21993,4,2.51,10.04,2010-01-12,online
536544-1487,22037,1,0.85,0.85,2010-01-12,online
536544-1488,22043,1,0.43,0.43,2010-01-12,online
536544-1489,22064,1,3.36,3.36,2010-01-12,online
536544-1490,22065,1,3.36,3.36,2010-01-12,online
536544-1491,22067,1,3.36,3.36,2010-01-12,online
536544-1492,22068,1,3.36,3.36,2010-01-12,online
536544-1493,22069,1,3.36,3.36,2010-01-12,online
536544-1494,22071,1,7.62,7.62,2010-01-12,online
536544-1495,22075,1,3.36,3.36,2010-01-12,online
536544-1496,22076,1,3.36,3.36,2010-01-12,online
536544-1497,22077,3,3.36,10.08,2010-01-12,online
536544-1498,22080,1,3.36,3.36,2010-01-12,online
536544-1499,22081,1,3.36,3.36,2010-01-12,online
536544-1500,22082,1,3.36,3.36,2010-01-12,online
536544-1501,22083,4,5.91,23.64,2010-01-12,online
536544-1502,22086,33,5.91,195.03,2010-01-12,online
536544-1503,22087,2,5.91,11.82,2010-01-12,online
536544-1504,22090,1,5.91,5.91,2010-01-12,online
536544-1505,22095,2,2.51,5.02,2010-01-12,online
536544-1506,22100,1,2.51,2.51,2010-01-12,online
536544-1507,22107,1,7.62,7.62,2010-01-12,online
536544-1508,22110,2,7.62,15.24,2010-01-12,online
536544-1509,22111,2,11.02,22.04,2010-01-12,online
536544-1510,22112,2,11.02,22.04,2010-01-12,online
536544-1511,22114,3,8.47,25.41,2010-01-12,online
536544-1512,22115,2,5.91,11.82,2010-01-12,online
536544-1513,22130,2,8.47,16.94,2010-01-12,online
536544-1514,22134,1,0.85,0.85,2010-01-12,online
536544-1515,22135,5,0.85,4.25,2010-01-12,online
536544-1516,22141,4,4.21,16.84,2010-01-12,online
536544-1517,22144,4,4.21,16.84,2010-01-12,online
536544-1518,22149,1,4.21,4.21,2010-01-12,online
536544-1519,22153,1,0.85,0.85,2010-01-12,online
536544-1520,22154,1,0.85,0.85,2010-01-12,online
536544-1521,22155,3,0.85,2.55,2010-01-12,online
536544-1522,22156,3,1.66,4.98,2010-01-12,online
536544-1523,22161,10,0.81,8.1,2010-01-12,online
536544-1524,22162,2,3.36,6.72,2010-01-12,online
536544-1525,22169,1,16.98,16.98,2010-01-12,online
536544-1526,22174,2,3.36,6.72,2010-01-12,online
536544-1527,22178,13,2.51,32.63,2010-01-12,online
536544-1528,22182,1,4.21,4.21,2010-01-12,online
536544-1529,22185,1,3.36,3.36,2010-01-12,online
536544-1530,22189,1,8.47,8.47,2010-01-12,online
536544-1531,22190,3,2.51,7.53,2010-01-12,online
536544-1532,22195,1,3.36,3.36,2010-01-12,online
536544-1533,22196,2,1.66,3.32,2010-01-12,online
536544-1534,22197,2,1.66,3.32,2010-01-12,online
536544-1535,22198,4,3.36,13.44,2010-01-12,online
536544-1536,22203,1,7.62,7.62,2010-01-12,online
536544-1537,22207,1,8.47,8.47,2010-01-12,online
536544-1538,22219,3,1.66,4.98,2010-01-12,online
536544-1539,22224,1,5.91,5.91,2010-01-12,online
536544-1540,22265,2,1.28,2.56,2010-01-12,online
536544-1541,22276,1,5.91,5.91,2010-01-12,online
536544-1542,22294,4,2.51,10.04,2010-01-12,online
536544-1543,22296,1,3.36,3.36,2010-01-12,online
536544-1544,22297,1,2.51,2.51,2010-01-12,online
536544-1545,22299,1,2.51,2.51,2010-01-12,online
536544-1546,22300,1,5.06,5.06,2010-01-12,online
536544-1547,22301,2,5.06,10.12,2010-01-12,online
536544-1548,22309,1,5.06,5.06,2010-01-12,online
536544-1549,22310,9,3.36,30.24,2010-01-12,online
