sku,name,category,supplier_id,cost_price,selling_price,supplier_lead_time_days
22429,ENAMEL MEASURING JUG CREAM,Giftware,SUP-1,2.97,4.25,7
20974,12 PENCILS SMALL TUBE SKULL,Giftware,SUP-1,0.45,0.65,7
20973,12 PENCIL SMALL TUBE WOODLAND,Giftware,SUP-1,0.45,0.65,7
15044B,BLUE PAPER PARASOL,Giftware,SUP-1,2.06,2.95,7
21135,VICTORIAN  METAL POSTCARD SPRING,Giftware,SUP-1,1.18,1.69,7
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,Giftware,SUP-1,2.06,2.95,7
22626,BLACK KITCHEN SCALES,Giftware,SUP-1,5.95,8.5,7
22625,RED KITCHEN SCALES,Giftware,SUP-1,5.95,8.5,7
22624,IVORY KITCHEN SCALES,Giftware,SUP-1,5.95,8.5,7
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,Giftware,SUP-1,0.59,0.85,7
22244,3 HOOK HANGER MAGIC GARDEN,Giftware,SUP-1,1.36,1.95,7
47421,ASSORTED COLOUR LIZARD SUCTION HOOK,Giftware,SUP-1,0.29,0.42,7
20712,JUMBO BAG WOODLAND ANIMALS,Giftware,SUP-1,1.36,1.95,7
22973,CHILDREN'S CIRCUS PARADE MUG,Giftware,SUP-1,1.15,1.65,7
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,Giftware,SUP-1,0.88,1.25,7
22815,CARD PSYCHEDELIC APPLES,Giftware,SUP-1,0.29,0.42,7
85114B,IVORY ENCHANTED FOREST PLACEMAT,Giftware,SUP-1,1.15,1.65,7
22584,PACK OF 6 PANNETONE GIFT BOXES,Giftware,SUP-1,1.78,2.55,7
22454,MEASURING TAPE BABUSHKA RED,Giftware,SUP-1,2.06,2.95,7
85114C,RED ENCHANTED FOREST PLACEMAT,Giftware,SUP-1,1.15,1.65,7
22974,CHILDRENS DOLLY GIRL MUG,Giftware,SUP-1,1.15,1.65,7
21452,TOADSTOOL MONEY BOX,Giftware,SUP-1,2.06,2.95,7
22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,Giftware,SUP-1,2.06,2.95,7
22911,PAPER CHAIN KIT LONDON,Giftware,SUP-1,2.06,2.95,7
22453,MEASURING TAPE BABUSHKA BLUE,Giftware,SUP-1,2.06,2.95,7
22445,PENCIL CASE LIFE IS BEAUTIFUL,Giftware,SUP-1,2.06,2.95,7
22607,WOODEN ROUNDERS GARDEN SET,Giftware,SUP-1,6.96,9.95,7
22635,CHILDS BREAKFAST SET DOLLY GIRL,Giftware,SUP-1,6.96,9.95,7
22634,CHILDS BREAKFAST SET SPACEBOY,Giftware,SUP-1,6.96,9.95,7
22222,CAKE PLATE LOVEBIRD WHITE,Giftware,SUP-1,3.46,4.95,7
22947,WOODEN ADVENT CALENDAR RED,Giftware,SUP-1,11.86,16.95,7
22187,GREEN CHRISTMAS TREE CARD HOLDER,Giftware,SUP-1,2.97,4.25,7
22164,STRING OF STARS CARD HOLDER,Giftware,SUP-1,2.06,2.95,7
72598,SET/12 TAPER CANDLES,Giftware,SUP-1,0.59,0.85,7
22627,MINT KITCHEN SCALES,Giftware,SUP-1,5.95,8.5,7
22487,WHITE WOOD GARDEN PLANT LADDER,Giftware,SUP-1,6.96,9.95,7
22360,GLASS JAR ENGLISH CONFECTIONERY,Giftware,SUP-1,2.06,2.95,7
22364,GLASS JAR DIGESTIVE BISCUITS,Giftware,SUP-1,2.06,2.95,7
21657,MILK BOTTLE WITH GLASS STOPPER,Giftware,SUP-1,4.87,6.95,7
22120,WELCOME  WOODEN BLOCK LETTERS,Giftware,SUP-1,6.96,9.95,7
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,Giftware,SUP-1,2.06,2.95,7
21625,VINTAGE UNION JACK APRON,Giftware,SUP-1,4.87,6.95,7
22097,SWALLOW SQUARE TISSUE BOX,Giftware,SUP-1,0.88,1.25,7
21179,NO JUNK MAIL METAL SIGN,Giftware,SUP-1,0.88,1.25,7
22185,SLATE TILE NATURAL HANGING,Giftware,SUP-1,1.15,1.65,7
21662,VINTAGE GLASS COFFEE CADDY,Giftware,SUP-1,4.17,5.95,7
85104,SILVER GLASS T-LIGHT SET,Giftware,SUP-1,2.06,2.95,7
21654,RIDGED GLASS FINGER BOWL,Giftware,SUP-1,1.01,1.45,7
21658,GLASS  BEURRE DISH,Giftware,SUP-1,2.77,3.95,7
21519,GIN & TONIC DIET GREETING CARD,Giftware,SUP-1,0.29,0.42,7
22819,"BIRTHDAY CARD, RETRO SPOT",Giftware,SUP-1,0.29,0.42,7
22704,WRAP RED APPLES,Giftware,SUP-1,0.29,0.42,7
21498,RED RETROSPOT WRAP,Giftware,SUP-1,0.29,0.42,7
22049,WRAP CHRISTMAS SCREEN PRINT,Giftware,SUP-1,0.29,0.42,7
21497,FANCY FONTS BIRTHDAY WRAP,Giftware,SUP-1,0.29,0.42,7
21333,CLASSIC WHITE FRAME,Giftware,SUP-1,2.06,2.95,7
22194,BLACK DINER WALL CLOCK,Giftware,SUP-1,5.95,8.5,7
22688,DOORMAT PEACE ON EARTH BLUE,Giftware,SUP-1,5.56,7.95,7
84692,BOX OF 24 COCKTAIL PARASOLS,Giftware,SUP-1,0.29,0.42,7
22444,GROW YOUR OWN PLANT IN A CAN,Giftware,SUP-1,0.74,1.06,7
22556,PLASTERS IN TIN CIRCUS PARADE,Giftware,SUP-1,1.15,1.65,7
22555,PLASTERS IN TIN STRONGMAN,Giftware,SUP-1,1.15,1.65,7
22547,MINI JIGSAW DINOSAUR,Giftware,SUP-1,0.29,0.42,7
22543,MINI JIGSAW BAKE A CAKE,Giftware,SUP-1,0.29,0.42,7
22539,MINI JIGSAW DOLLY GIRL,Giftware,SUP-1,0.29,0.42,7
22561,WOODEN SCHOOL COLOURING SET,Giftware,SUP-1,1.15,1.65,7
22489,PACK OF 12 TRADITIONAL CRAYONS,Giftware,SUP-1,0.29,0.42,7
22814,CARD PARTY GAMES,Giftware,SUP-1,0.29,0.42,7
21520,BOOZE & WOMEN GREETING CARD,Giftware,SUP-1,0.29,0.42,7
21982,PACK OF 12 SUKI TISSUES,Giftware,SUP-1,0.2,0.29,7
21981,PACK OF 12 WOODLAND TISSUES,Giftware,SUP-1,0.2,0.29,7
21967,PACK OF 12 SKULL TISSUES,Giftware,SUP-1,0.2,0.29,7
21983,PACK OF 12 BLUE PAISLEY TISSUES,Giftware,SUP-1,0.2,0.29,7
22615,PACK OF 12 CIRCUS PARADE TISSUES,Giftware,SUP-1,0.2,0.29,7
22614,PACK OF 12 SPACEBOY TISSUES,Giftware,SUP-1,0.2,0.29,7
22095,LADS ONLY TISSUE BOX,Giftware,SUP-1,0.88,1.25,7
22094,RED RETROSPOT TISSUE BOX,Giftware,SUP-1,0.88,1.25,7
21984,PACK OF 12 PINK PAISLEY TISSUES,Giftware,SUP-1,0.2,0.29,7
22966,GINGERBREAD MAN COOKIE CUTTER,Giftware,SUP-1,0.88,1.25,7
21874,GIN AND TONIC MUG,Giftware,SUP-1,0.88,1.25,7
21873,IF YOU CAN'T STAND THE HEAT MUG,Giftware,SUP-1,0.88,1.25,7
21870,I CAN ONLY PLEASE ONE PERSON MUG,Giftware,SUP-1,0.88,1.25,7
84050,PINK HEART SHAPE EGG FRYING PAN,Giftware,SUP-1,0.88,1.25,7
22315,200 RED + WHITE BENDY STRAWS,Giftware,SUP-1,0.88,1.25,7
22667,RECIPE BOX RETROSPOT,Giftware,SUP-1,2.06,2.95,7
22666,RECIPE BOX PANTRY YELLOW DESIGN,Giftware,SUP-1,2.06,2.95,7
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,Giftware,SUP-1,2.06,2.95,7
22567,20 DOLLY PEGS RETROSPOT,Giftware,SUP-1,0.88,1.25,7
82600,NO SINGING METAL SIGN,Giftware,SUP-1,1.47,2.1,7
22842,BISCUIT TIN VINTAGE RED,Giftware,SUP-1,4.72,6.75,7
22494,EMERGENCY FIRST AID TIN,Giftware,SUP-1,0.88,1.25,7
22740,POLKADOT PEN,Giftware,SUP-1,0.59,0.85,7
22825,DECORATIVE PLANT POT WITH FRIEZE,Giftware,SUP-1,5.56,7.95,7
22680,FRENCH BLUE METAL DOOR SIGN 5,Giftware,SUP-1,0.88,1.25,7
22797,CHEST OF DRAWERS GINGHAM HEART,Giftware,SUP-1,11.86,16.95,7
21843,RED RETROSPOT CAKE STAND,Giftware,SUP-1,7.66,10.95,7
22118,JOY WOODEN BLOCK LETTERS,Giftware,SUP-1,3.46,4.95,7
22121,NOEL WOODEN BLOCK LETTERS,Giftware,SUP-1,4.17,5.95,7
22119,PEACE WOODEN BLOCK LETTERS,Giftware,SUP-1,4.87,6.95,7
22311,OFFICE MUG WARMER BLACK+SILVER,Giftware,SUP-1,2.06,2.95,7
72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,Giftware,SUP-1,0.88,1.25,7
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,Giftware,SUP-1,1.47,2.1,7
20867,PINK ROSE FABRIC MIRROR,Giftware,SUP-1,0.88,1.25,7
21688,SILVER PLATE CANDLE BOWL SMALL,Giftware,SUP-1,2.06,2.95,7
21694,SMALL REGAL  SILVER CANDLEPOT,Giftware,SUP-1,2.06,2.95,7
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,Giftware,SUP-1,2.63,3.75,7
22801,ANTIQUE GLASS PEDESTAL BOWL,Giftware,SUP-1,2.63,3.75,7
22781,GUMBALL MAGAZINE RACK,Giftware,SUP-1,5.35,7.65,7
21466,RED FLOWER CROCHET FOOD COVER,Giftware,SUP-1,2.63,3.75,7
21467,CHERRY CROCHET FOOD COVER,Giftware,SUP-1,2.63,3.75,7
21471,STRAWBERRY RAFFIA FOOD COVER,Giftware,SUP-1,2.63,3.75,7
21469,POLKA DOT RAFFIA FOOD COVER,Giftware,SUP-1,2.63,3.75,7
21524,DOORMAT SPOTTY HOME SWEET HOME,Giftware,SUP-1,5.56,7.95,7
22791,T-LIGHT GLASS FLUTED ANTIQUE,Giftware,SUP-1,0.88,1.25,7
21690,SILVER  CANDLEPOT JARDIN,Giftware,SUP-1,2.63,3.75,7
37343,POLKADOT MUG PINK,Giftware,SUP-1,1.15,1.65,7
22088,PAPER BUNTING COLOURED LACE,Giftware,SUP-1,2.06,2.95,7
21143,ANTIQUE GLASS HEART DECORATION,Giftware,SUP-1,1.36,1.95,7
84944,SET OF 6 KASHMIR FOLKART BAUBLES,Giftware,SUP-1,2.97,4.25,7
22601,CHRISTMAS RETROSPOT ANGEL WOOD,Giftware,SUP-1,0.59,0.85,7
22600,CHRISTMAS RETROSPOT STAR WOOD,Giftware,SUP-1,0.59,0.85,7
22574,HEART WOODEN CHRISTMAS DECORATION,Giftware,SUP-1,0.59,0.85,7
85199L,LARGE HANGING IVORY & RED WOOD BIRD,Giftware,SUP-1,0.45,0.65,7
85199S,SMALL HANGING IVORY/RED WOOD BIRD,Giftware,SUP-1,0.29,0.42,7
72741,GRAND CHOCOLATECANDLE,Giftware,SUP-1,1.01,1.45,7
37495,FAIRY CAKE BIRTHDAY CANDLE SET,Giftware,SUP-1,2.63,3.75,7
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,Giftware,SUP-1,5.95,8.5,7
85067,CREAM SWEETHEART WALL CABINET,Giftware,SUP-1,13.26,18.95,7
48184,DOORMAT ENGLISH ROSE,Giftware,SUP-1,5.56,7.95,7
48138,DOORMAT UNION FLAG,Giftware,SUP-1,5.56,7.95,7
85019A,ROMANTIC IMAGES NOTEBOOK SET,Giftware,SUP-1,2.97,4.25,7
85019C,CURIOUS  IMAGES NOTEBOOK SET,Giftware,SUP-1,2.97,4.25,7
20902,VINTAGE KEEPSAKE BOX PARIS DAYS,Giftware,SUP-1,4.44,6.35,7
21429,RED GINGHAM ROSE JEWELLERY BOX,Giftware,SUP-1,1.15,1.65,7
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,Giftware,SUP-1,2.06,2.95,7
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",Giftware,SUP-1,1.78,2.55,7
22355,CHARLOTTE BAG SUKI DESIGN,Giftware,SUP-1,0.59,0.85,7
21579,LOLITA  DESIGN  COTTON TOTE BAG,Giftware,SUP-1,1.57,2.25,7
21576,LETS GO SHOPPING COTTON TOTE BAG,Giftware,SUP-1,1.57,2.25,7
22493,PAINT YOUR OWN CANVAS SET,Giftware,SUP-1,1.15,1.65,7
21833,CAMOUFLAGE LED TORCH,Giftware,SUP-1,1.18,1.69,7
85135B,BLUE DRAGONFLY HELICOPTER,Giftware,SUP-1,5.56,7.95,7
85136A,YELLOW SHARK HELICOPTER,Giftware,SUP-1,5.56,7.95,7
85136C,RED SHARK HELICOPTER,Giftware,SUP-1,5.56,7.95,7
21055,TOOL BOX SOFT TOY,Giftware,SUP-1,6.26,8.95,7
21056,DOCTOR'S BAG SOFT TOY,Giftware,SUP-1,6.26,8.95,7
C2,CARRIAGE,Giftware,SUP-1,35,50,7
21928,JUMBO BAG SCANDINAVIAN PAISLEY,Giftware,SUP-1,1.36,1.95,7
20711,JUMBO BAG TOYS,Giftware,SUP-1,1.36,1.95,7
21773,DECORATIVE ROSE BATHROOM BOTTLE,Giftware,SUP-1,1.76,2.51,7
21774,DECORATIVE CATS BATHROOM BOTTLE,Giftware,SUP-1,1.76,2.51,7
21787,RAIN PONCHO RETROSPOT,Giftware,SUP-1,1.16,1.66,7
21801,CHRISTMAS TREE DECORATION WITH BELL,Giftware,SUP-1,0.3,0.43,7
21802,CHRISTMAS TREE HEART DECORATION,Giftware,SUP-1,0.3,0.43,7
21803,CHRISTMAS TREE STAR DECORATION,Giftware,SUP-1,0.3,0.43,7
21809,CHRISTMAS HANGING TREE WITH BELL,Giftware,SUP-1,1.76,2.51,7
21821,GLITTER STAR GARLAND WITH BELLS,Giftware,SUP-1,5.33,7.62,7
21822,GLITTER CHRISTMAS TREE WITH BELLS,Giftware,SUP-1,2.95,4.21,7
21851,LILAC DIAMANTE PEN IN GIFT BOX,Giftware,SUP-1,2.95,4.21,7
21879,HEARTS GIFT TAPE,Giftware,SUP-1,1.16,1.66,7
21884,CAKES AND BOWS GIFT  TAPE,Giftware,SUP-1,1.16,1.66,7
21888,BINGO SET,Giftware,SUP-1,5.33,7.62,7
21911,GARDEN METAL SIGN,Giftware,SUP-1,2.35,3.36,7
21922,UNION STRIPE WITH FRINGE  HAMMOCK,Giftware,SUP-1,11.89,16.98,7
21935,SUKI  SHOULDER BAG,Giftware,SUP-1,2.35,3.36,7
21942,SKULLS DESIGN FLANNEL,Giftware,SUP-1,1.16,1.66,7
21944,KITTENS DESIGN FLANNEL,Giftware,SUP-1,1.16,1.66,7
21949,SET OF 6 STRAWBERRY CHOPSTICKS,Giftware,SUP-1,1.76,2.51,7
21990,MODERN FLORAL STATIONERY SET,Giftware,SUP-1,1.76,2.51,7
21991,BOHEMIAN COLLAGE STATIONERY SET,Giftware,SUP-1,1.76,2.51,7
21993,FLORAL FOLK STATIONERY SET,Giftware,SUP-1,1.76,2.51,7
22037,ROBOT BIRTHDAY CARD,Giftware,SUP-1,0.59,0.85,7
22043,CHRISTMAS CARD SCREEN PRINT,Giftware,SUP-1,0.3,0.43,7
22065,CHRISTMAS PUDDING TRINKET POT,Giftware,SUP-1,2.35,3.36,7
22067,CHOC TRUFFLE GOLD TRINKET POT,Giftware,SUP-1,2.35,3.36,7
22069,BROWN  PIRATE TREASURE CHEST,Giftware,SUP-1,2.35,3.36,7
22071,SMALL WHITE RETROSPOT MUG IN BOX,Giftware,SUP-1,5.33,7.62,7
22076,6 RIBBONS EMPIRE,Giftware,SUP-1,2.35,3.36,7
22080,RIBBON REEL POLKADOTS,Giftware,SUP-1,2.35,3.36,7
22081,RIBBON REEL FLORA + FAUNA,Giftware,SUP-1,2.35,3.36,7
22090,PAPER BUNTING RETROSPOT,Giftware,SUP-1,4.14,5.91,7
22134,LADLE LOVE HEART RED,Giftware,SUP-1,0.59,0.85,7
22135,LADLE LOVE HEART PINK,Giftware,SUP-1,0.59,0.85,7
22154,ANGEL DECORATION 3 BUTTONS,Giftware,SUP-1,0.59,0.85,7
22155,STAR DECORATION RUSTIC,Giftware,SUP-1,0.59,0.85,7
22156,HEART DECORATION WITH PEARLS,Giftware,SUP-1,1.16,1.66,7
22161,HEART DECORATION RUSTIC HANGING,Giftware,SUP-1,0.57,0.81,7
22162,HEART GARLAND RUSTIC PADDED,Giftware,SUP-1,2.35,3.36,7
22169,FAMILY ALBUM WHITE PICTURE FRAME,Giftware,SUP-1,11.89,16.98,7
22182,CAKE STAND VICTORIAN FILIGREE SMALL,Giftware,SUP-1,2.95,4.21,7
22190,LOCAL CAFE MUG,Giftware,SUP-1,1.76,2.51,7
22203,MILK PAN RED RETROSPOT,Giftware,SUP-1,5.33,7.62,7
22207,FRYING PAN UNION FLAG,Giftware,SUP-1,5.93,8.47,7
22265,EASTER DECORATION NATURAL CHICK,Giftware,SUP-1,0.9,1.28,7
22276,WASH BAG VINTAGE ROSE PAISLEY,Giftware,SUP-1,4.14,5.91,7
22299,PIG KEYRING WITH LIGHT & SOUND,Giftware,SUP-1,1.76,2.51,7
22300,COFFEE MUG DOG + BALL DESIGN,Giftware,SUP-1,3.54,5.06,7
22301,COFFEE MUG CAT + BIRD DESIGN,Giftware,SUP-1,3.54,5.06,7
22309,TEA COSY RED  STRIPE,Giftware,SUP-1,3.54,5.06,7
22314,OFFICE MUG WARMER CHOC+BLUE,Giftware,SUP-1,4.14,5.91,7
22335,HEART DECORATION PAINTED ZINC,Giftware,SUP-1,0.9,1.28,7
22336,DOVE DECORATION PAINTED ZINC,Giftware,SUP-1,0.9,1.28,7
22345,PARTY PIZZA DISH BLUE POLKADOT,Giftware,SUP-1,1.16,1.66,7
22348,TEA BAG PLATE RED RETROSPOT,Giftware,SUP-1,1.16,1.66,7
22356,CHARLOTTE BAG PINK POLKADOT,Giftware,SUP-1,1.16,1.66,7
22359,GLASS JAR KINGS CHOICE,Giftware,SUP-1,4.14,5.91,7
22361,GLASS JAR DAISY FRESH COTTON WOOL,Giftware,SUP-1,4.14,5.91,7
22375,AIRLINE BAG VINTAGE JET SET BROWN,Giftware,SUP-1,5.93,8.47,7
22378,WALL TIDY RETROSPOT,Giftware,SUP-1,2.95,4.21,7
22380,TOY TIDY SPACEBOY,Giftware,SUP-1,2.95,4.21,7
22394,PAPERWEIGHT KINGS CHOICE,Giftware,SUP-1,3.54,5.06,7
22396,MAGNETS PACK OF 4 RETRO PHOTO,Giftware,SUP-1,1.76,2.51,7
22419,LIPSTICK PEN RED,Giftware,SUP-1,0.59,0.85,7
22422,TOOTHPASTE TUBE PEN,Giftware,SUP-1,0.9,1.28,7
22430,ENAMEL WATERING CAN CREAM,Giftware,SUP-1,7.12,10.17,7
22432,WATERING CAN PINK BUNNY,Giftware,SUP-1,2.95,4.21,7
22437,SET OF 9 BLACK SKULL BALLOONS,Giftware,SUP-1,1.16,1.66,7
22471,TV DINNER TRAY AIR HOSTESS,Giftware,SUP-1,7.71,11.02,7
22476,EMPIRE UNION JACK TV DINNER TRAY,Giftware,SUP-1,7.71,11.02,7
22477,WATERING CAN GARDEN MARKER,Giftware,SUP-1,1.76,2.51,7
22478,BIRDHOUSE GARDEN MARKER,Giftware,SUP-1,1.76,2.51,7
22479,DAISY GARDEN MARKER,Giftware,SUP-1,1.76,2.51,7
22497,SET OF 2 TINS VINTAGE BATHROOM,Giftware,SUP-1,5.93,8.47,7
22515,CHILDS GARDEN SPADE PINK,Giftware,SUP-1,2.95,4.21,7
22517,CHILDS GARDEN RAKE PINK,Giftware,SUP-1,2.95,4.21,7
22519,CHILDS GARDEN BRUSH PINK,Giftware,SUP-1,2.95,4.21,7
22545,MINI JIGSAW BUNNIES,Giftware,SUP-1,0.59,0.85,7
22550,HOLIDAY FUN LUDO,Giftware,SUP-1,5.33,7.62,7
22560,TRADITIONAL MODELLING CLAY,Giftware,SUP-1,1.76,2.51,7
22589,CARDHOLDER GINGHAM STAR,Giftware,SUP-1,3.54,5.06,7
22605,WOODEN CROQUET GARDEN SET,Giftware,SUP-1,17.84,25.49,7
22639,SET OF 4 NAPKIN CHARMS HEARTS,Giftware,SUP-1,3.54,5.06,7
22669,RED BABY BUNTING,Giftware,SUP-1,4.14,5.91,7
22675,FRENCH KITCHEN SIGN BLUE METAL,Giftware,SUP-1,1.76,2.51,7
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,Giftware,SUP-1,3.54,5.06,7
22741,FUNKY DIVA PEN,Giftware,SUP-1,1.16,1.66,7
22755,SMALL PURPLE BABUSHKA NOTEBOOK,Giftware,SUP-1,1.16,1.66,7
22757,LARGE RED BABUSHKA NOTEBOOK,Giftware,SUP-1,1.76,2.51,7
22758,LARGE PURPLE BABUSHKA NOTEBOOK,Giftware,SUP-1,1.76,2.51,7
22769,CHALKBOARD KITCHEN ORGANISER,Giftware,SUP-1,35.71,51.02,7
22792,FLUTED ANTIQUE CANDLE HOLDER,Giftware,SUP-1,1.16,1.66,7
22816,CARD MOTORBIKE SANTA,Giftware,SUP-1,0.59,0.85,7
22818,CARD CHRISTMAS VILLAGE,Giftware,SUP-1,0.59,0.85,7
22822,CREAM WALL PLANTER HEART SHAPED,Giftware,SUP-1,8.9,12.72,7
22844,VINTAGE CREAM DOG FOOD CONTAINER,Giftware,SUP-1,11.89,16.98,7
22847,BREAD BIN DINER STYLE IVORY,Giftware,SUP-1,23.8,34,7
22862,LOVE HEART NAPKIN BOX,Giftware,SUP-1,5.93,8.47,7
22876,NUMBER TILE COTTAGE GARDEN 8,Giftware,SUP-1,2.95,4.21,7
22928,YELLOW GIANT GARDEN THERMOMETER,Giftware,SUP-1,8.31,11.87,7
22948,METAL DECORATION NAUGHTY CHILDREN,Giftware,SUP-1,4.74,6.77,7
22949,36 DOILIES DOLLY GIRL,Giftware,SUP-1,2.09,2.98,7
22976,CIRCUS PARADE CHILDRENS EGG CUP,Giftware,SUP-1,1.76,2.51,7
35095A,BLUE VICTORIAN FABRIC OVAL BOX,Giftware,SUP-1,0.59,0.84,7
35095B,RED VICTORIAN FABRIC OVAL BOX,Giftware,SUP-1,0.59,0.84,7
35471D,SET OF 3 BIRD LIGHT PINK FEATHER,Giftware,SUP-1,1.76,2.51,7
35598D,PINK/WHITE CHRISTMAS TREE 60CM,Giftware,SUP-1,1.76,2.51,7
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,Giftware,SUP-1,4.14,5.91,7
35610A,PINK CHRISTMAS FLOCK DROPLET,Giftware,SUP-1,1.76,2.51,7
35818P,"ACRYLIC JEWEL ICICLE, PINK",Giftware,SUP-1,2.35,3.36,7
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,Giftware,SUP-1,1.16,1.66,7
35961,FOLKART ZINC HEART CHRISTMAS DEC,Giftware,SUP-1,1.16,1.66,7
35971,ROSE FOLKART HEART DECORATIONS,Giftware,SUP-1,1.76,2.51,7
37449,CERAMIC CAKE STAND + HANGING CAKES,Giftware,SUP-1,14.86,21.23,7
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,Giftware,SUP-1,13.08,18.68,7
47559B,TEA TIME OVEN GLOVE,Giftware,SUP-1,1.76,2.51,7
47591B,SCOTTIES CHILDRENS APRON,Giftware,SUP-1,1.16,1.66,7
47591D,PINK FAIRY CAKE CHILDRENS APRON,Giftware,SUP-1,2.95,4.21,7
47593B,SCOTTIE DOGS BABY BIB,Giftware,SUP-1,0.59,0.85,7
48188,DOORMAT WELCOME PUPPIES,Giftware,SUP-1,10.1,14.43,7
71459,HANGING JAM JAR T-LIGHT HOLDER,Giftware,SUP-1,1.18,1.69,7
72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,Giftware,SUP-1,0.59,0.85,7
72799E,IVORY PILLAR CANDLE SILVER FLOCK,Giftware,SUP-1,2.35,3.36,7
72799F,IVORY PILLAR CANDLE GOLD FLOCK,Giftware,SUP-1,2.35,3.36,7
72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,Giftware,SUP-1,5.93,8.47,7
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,Giftware,SUP-1,5.93,8.47,7
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,Giftware,SUP-1,5.93,8.47,7
72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,Giftware,SUP-1,1.76,2.51,7
79030D,"TUMBLER, BAROQUE",Giftware,SUP-1,8.9,12.72,7
79030G,"TUMBLER, NEW ENGLAND",Giftware,SUP-1,8.9,12.72,7
82551,LAUNDRY 15C METAL SIGN,Giftware,SUP-1,1.76,2.51,7
82583,HOT BATHS METAL SIGN,Giftware,SUP-1,2.95,4.21,7
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",Giftware,SUP-1,1.76,2.51,7
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",Giftware,SUP-1,1.76,2.51,7
82613D,METAL SIGN CUPCAKE SINGLE HOOK,Giftware,SUP-1,1.76,2.51,7
84031A,CHARLIE+LOLA RED HOT WATER BOTTLE,Giftware,SUP-1,2.95,4.21,7
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE,Giftware,SUP-1,2.95,4.21,7
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,Giftware,SUP-1,2.35,3.36,7
84086C,PINK/PURPLE RETRO RADIO,Giftware,SUP-1,2.95,4.21,7
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,Giftware,SUP-1,5.93,8.47,7
85015,SET OF 12  VINTAGE POSTCARD SET,Giftware,SUP-1,1.76,2.51,7
85016,SET OF 6 VINTAGE NOTELETS KIT,Giftware,SUP-1,1.76,2.51,7
85017A,ENVELOPE 50 ROMANTIC IMAGES,Giftware,SUP-1,0.59,0.85,7
85017B,ENVELOPE 50 BLOSSOM IMAGES,Giftware,SUP-1,0.59,0.85,7
85032D,YULETIDE IMAGES GIFT WRAP SET,Giftware,SUP-1,1.16,1.66,7
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,Giftware,SUP-1,1.16,1.66,7
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,Giftware,SUP-1,11.89,16.98,7
85064,CREAM SWEETHEART LETTER RACK,Giftware,SUP-1,7.71,11.02,7
85127,SMALL SQUARE CUT GLASS CANDLESTICK,Giftware,SUP-1,7.12,10.17,7
85129D,BEADED CRYSTAL HEART PINK SMALL,Giftware,SUP-1,1.76,2.51,7
85131B,BEADED CRYSTAL HEART GREEN ON STICK,Giftware,SUP-1,0.59,0.85,7
85132A,CHARLIE + LOLA BISCUITS TINS,Giftware,SUP-1,5.93,8.47,7
85135C,RED DRAGONFLY HELICOPTER,Giftware,SUP-1,5.93,8.47,7
85176,SEWING SUSAN 21 NEEDLE SET,Giftware,SUP-1,1.16,1.66,7
85177,BASKET OF FLOWERS SEWING KIT,Giftware,SUP-1,1.16,1.66,7
85178,VICTORIAN SEWING KIT,Giftware,SUP-1,1.76,2.51,7
85186A,EASTER BUNNY GARLAND OF FLOWERS,Giftware,SUP-1,0.59,0.85,7
85232B,SET OF 3 BABUSHKA STACKING TINS,Giftware,SUP-1,3.46,4.95,7
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,Giftware,SUP-1,2.67,3.81,7
90018A,SILVER M.O.P ORBIT DROP EARRINGS,Giftware,SUP-1,2.97,4.24,7
90022,EDWARDIAN DROP EARRINGS JET BLACK,Giftware,SUP-1,2.67,3.81,7
90071,RUBY GLASS CLUSTER EARRINGS,Giftware,SUP-1,0.88,1.26,7
90099,NECKLACE+BRACELET SET BLUE HIBISCUS,Giftware,SUP-1,3.54,5.06,7
90116,FRUIT SALAD BAG CHARM,Giftware,SUP-1,1.76,2.51,7
